stationNumber,slope,lowBound,hightBound,slopeInt,meanWind,pw1990,pw2017,pwDiff,mw1990,mw1991,mw1992,mw1993,mw1994,mw1995,mw1996,mw1997,mw1998,mw1999,mw2000,mw2001,mw2002,mw2003,mw2004,mw2005,mw2006,mw2007,mw2008,mw2009,mw2010,mw2011,mw2012,mw2013,mw2014,mw2015,mw2016,mw2017
714780-99999,-0.3404488232074382,-0.6810503964281468,0.0001527500132704196,0,97.0,188,166,22.000000000000007,114,93,115,94,90,95,104,103,92,102,89,107,102,101,88,94,91,92,97,97,105,92,96,84,93,90,100,96
537640-99999,-0.05692391899288626,-0.14686087754994348,0.03301303956417094,0,21.428571428571427,339,327,11.999999999999966,21,20,19,20,21,22,22,25,23,24,24,23,22,21,23,23,22,22,22,21,21,20,20,21,15,22,21,20
722280-13876,-0.27339901477832623,-0.3702904116723699,-0.17650761788428254,-1,28.178571428571427,83,228,145.0,35,33,33,31,29,31,33,33,27,27,26,25,28,27,28,27,28,27,29,26,24,26,24,25,26,27,27,27
119680-99999,0.2788724685276498,0.12796661916086702,0.42977831789443255,1,33.32142857142857,352,354,2.0000000000000284,35,34,32,32,30,32,33,29,30,32,27,32,30,30,33,34,30,29,30,34,34,34,38,42,40,39,38,40
510760-99999,-0.12698412698413178,-0.24264516561260382,-0.011323088355659733,-1,20.928571428571427,325,283,41.999999999999986,19,16,17,25,26,24,26,25,23,23,22,21,21,22,22,21,20,20,20,20,19,19,19,19,20,19,19,19
476000-99999,0.014230979748222516,-0.04620139237191235,0.07466335186835737,0,36.857142857142854,240,251,11.000000000000028,38,37,38,36,37,37,35,37,35,35,37,39,38,36,37,39,35,35,35,37,37,38,37,38,38,36,37,38
857990-99999,-0.04488232074438811,-0.15372069070815292,0.06395604921937668,0,31.571428571428573,0,351,9.000000000000012,35,34,28,31,37,34,31,33,30,31,29,32,33,28,28,31,34,30,32,30,31,31,31,31,32,34,29,34
405820-99999,0.08128078817734657,-0.05925287789272926,0.2218144542474224,0,40.67857142857143,328,356,27.99999999999999,46,39,34,38,44,42,39,41,36,39,39,43,40,40,36,40,40,41,46,44,39,44,43,45,40,41,40,40
725440-14923,-0.10262725779966425,-0.24548326164271253,0.04022874604338403,0,37.392857142857146,232,258,25.999999999999964,49,45,37,34,34,36,38,37,36,37,37,37,37,37,38,37,37,37,36,36,34,36,35,37,38,38,38,39
114060-99999,0.28653530377668746,0.07798742541026626,0.49508318214310865,1,26.535714285714285,259,266,6.999999999999972,23,21,22,25,25,20,17,20,26,21,20,28,31,32,34,32,31,33,34,31,29,28,29,29,29,26,23,24
942100-99999,0.18308702791461695,-0.0371750018960835,0.4033490577253174,0,39.392857142857146,249,235,13.999999999999995,37,41,41,40,32,37,39,38,38,35,43,51,36,38,30,40,38,38,34,37,38,39,35,48,45,44,46,45
335870-99999,0.03201970443350116,-0.17975974370497663,0.24379915257197896,0,18.678571428571427,307,295,11.999999999999966,22,22,22,25,23,17,19,20,16,15,15,14,15,17,15,16,15,16,15,13,14,14,18,25,24,24,25,27
966150-99999,0.3472906403940917,0.20720979614034382,0.4873714846478395,1,16.964285714285715,113,128,14.999999999999996,10,10,8,15,18,14,14,16,11,12,19,17,19,21,20,19,19,18,21,20,14,18,23,20,22,22,16,19
724170-13729,-0.4296661193212914,-0.6109385284843526,-0.24839371015823022,-1,21.214285714285715,263,258,5.000000000000045,35,34,32,25,26,27,22,21,16,20,18,18,20,19,18,18,19,19,20,18,17,18,17,18,21,19,19,20
949690-99999,-0.5823754789272126,-0.7250274539997269,-0.4397235038546984,-1,33.642857142857146,326,328,1.9999999999999774,40,37,41,41,43,40,43,40,40,29,34,32,35,33,34,32,31,33,32,33,26,25,25,31,27,29,30,26
982220-99999,-0.29146141215107657,-0.39901318786684703,-0.1839096364353061,-1,22.25,317,347,29.999999999999964,20,29,26,24,24,27,26,25,23,26,25,25,24,23,22,22,21,18,19,21,19,20,17,17,17,20,22,21
111090-99999,0.07909140667761526,-0.06678787036933849,0.22497068372456902,0,17.392857142857142,240,218,21.99999999999998,17,22,17,19,17,18,16,15,16,10,9,18,15,15,17,19,19,25,19,19,18,19,17,18,18,18,17,20
470280-99999,0.06951286261631404,-0.07841872298169705,0.21744444821432513,0,11.571428571428571,221,226,5.0000000000000195,13,14,13,12,13,12,10,11,11,11,10,9,12,10,11,10,8,5,9,11,9,9,9,12,18,17,17,18
949320-99999,-0.5311986863711011,-0.7900250820534015,-0.27237229068880076,-1,54.107142857142854,260,281,21.000000000000018,69,65,59,62,63,62,58,49,51,44,44,50,60,54,58,54,60,54,59,52,49,51,51,46,47,53,47,44
276120-99999,-0.013683634373288955,-0.07210558776403946,0.044738319017461545,0,12.785714285714286,251,243,8.00000000000001,14,14,14,13,14,13,12,13,14,13,12,11,12,12,11,12,12,13,14,11,11,13,12,12,12,15,14,15
477620-99999,-0.1995073891625638,-0.2721869589735507,-0.1268278193515769,-1,31.821428571428573,66,320,106.00000000000003,35,35,35,36,35,34,32,31,29,32,32,32,34,32,31,34,30,31,29,29,32,31,31,32,30,29,28,30
514630-99999,-0.03530377668308765,-0.20306323107119664,0.13245567770502134,0,22.892857142857142,342,32,50.00000000000001,23,21,22,22,21,21,22,22,19,18,32,32,31,26,24,22,23,23,23,22,22,22,22,22,22,22,20,20
166430-99999,-0.20935960591133687,-0.36507426592523506,-0.05364494589743865,-1,36.392857142857146,265,304,39.000000000000014,35,38,39,37,33,43,44,46,39,34,34,40,33,38,36,36,32,34,39,37,35,36,32,34,33,33,35,34
153100-99999,-0.5875752599890642,-0.6777137719091418,-0.4974367480689866,-1,30.678571428571427,301,321,19.999999999999975,35,34,36,40,37,36,37,36,37,35,32,34,33,32,31,30,27,28,26,26,26,24,24,25,25,25,24,24
479400-99999,-0.6020799124247453,-0.8023996498862388,-0.4017601749632519,-1,42.142857142857146,67,32,35.00000000000001,54,55,45,48,41,44,52,53,41,47,54,45,38,38,40,39,37,38,34,36,38,38,40,37,38,38,36,36
418590-99999,-0.3888888888888934,-0.4611216276697353,-0.3166561501080515,-1,10.535714285714286,100,97,3.0000000000000044,17,15,15,13,17,14,13,10,10,11,14,10,12,12,13,12,11,9,9,8,8,6,6,6,6,6,6,6
077910-99999,-0.24274767378215534,-1.5100106298126459,1.0245152822483354,0,35.892857142857146,219,213,6.000000000000009,46,43,144,46,30,16,36,20,41,15,2,44,31,10,16,6,12,21,31,32,29,46,50,47,48,45,49,49
477270-99999,0.025451559934319273,-0.049868853329866805,0.10077197319850535,0,30.964285714285715,249,67,178.00000000000006,31,28,26,31,31,32,32,31,32,33,31,31,32,32,34,31,30,30,30,30,32,32,31,33,30,30,30,31
474790-99999,-0.045703338806791616,-0.14740795035799367,0.05600127274441044,0,48.32142857142857,164,294,129.99999999999997,45,48,49,50,50,47,51,50,49,48,48,49,48,50,51,49,52,45,48,48,47,43,45,49,49,48,51,46
637020-99999,0.5339354132457599,0.06865755106259808,0.9992132754289217,1,35.892857142857146,129,127,1.9999999999999774,22,30,33,32,29,30,29,37,34,32,32,31,36,39,40,41,44,37,38,46,39,38,38,41,0,62,46,49
123990-99999,-0.041871921182268346,-0.1414485028685698,0.05770466050403311,0,28.107142857142858,248,237,10.999999999999977,27,29,32,32,30,28,25,28,30,26,26,25,25,25,30,30,29,31,30,27,29,28,28,29,27,27,27,27
877650-99999,-0.515325670498086,-0.7842275272140073,-0.2464238137821646,-1,59.82142857142857,276,295,19.00000000000004,74,68,71,76,66,62,63,50,48,56,61,61,62,63,56,58,61,59,54,60,59,56,59,55,56,55,46,60
943000-99999,0.08018609742747268,-0.03279293345346902,0.19316512830841437,0,60.25,185,185,0.0,53,61,58,62,60,60,59,60,60,61,61,63,61,63,61,63,60,59,57,59,61,56,59,61,62,59,64,64
714250-99999,-0.2780514504652463,-0.41478082586203824,-0.14132207506845437,-1,55.142857142857146,261,243,18.0,60,59,59,55,61,57,65,55,53,62,53,52,55,55,55,52,50,57,52,54,53,52,52,53,52,53,54,54
232740-99999,-0.7668308702791625,-1.081405034522339,-0.452256706035986,-1,35.42857142857143,170,163,6.9999999999999964,39,38,40,57,68,38,36,41,37,36,34,37,38,37,33,33,31,31,35,32,25,28,26,27,28,29,29,29
475530-99999,0.021346469622330444,-0.07828400115318095,0.12097694039784183,0,36.642857142857146,17,350,27.000000000000014,34,32,34,35,35,35,38,39,40,39,38,39,39,38,38,38,39,38,36,37,36,34,35,36,36,35,38,35
802220-99999,0.5369458128078957,0.3584705710431679,0.7154210545726234,1,26.428571428571427,89,71,18.0,26,19,14,13,16,21,22,28,27,22,24,33,32,27,28,26,26,27,28,32,28,30,32,32,31,34,31,31
384030-99999,-0.041871921182265015,-0.25270996139001917,0.16896611902548914,0,29.535714285714285,17,12,5.000000000000001,32,30,32,27,31,35,36,28,29,27,31,32,27,27,26,27,29,26,24,29,25,23,25,34,43,35,29,28
083600-99999,0.048440065681445266,-0.029228856230749903,0.12610898759364042,0,32.17857142857143,16,11,5.000000000000001,31,32,31,33,31,33,32,31,31,32,30,33,33,32,34,33,33,34,33,32,31,29,28,35,33,32,34,35
486470-99999,-0.02271483305966425,-0.1187725599272044,0.0733428938078759,0,16.607142857142858,229,244,14.999999999999982,13,13,14,16,17,19,19,18,19,18,18,20,20,19,18,16,15,16,16,15,14,16,16,17,16,15,16,16
542920-99999,0.5629447181171418,0.40457448672467444,0.7213149495096091,1,24.964285714285715,308,281,26.999999999999996,20,21,19,23,22,21,22,20,21,20,18,21,21,19,18,19,28,31,32,31,30,31,31,32,31,32,31,34
614500-99999,0.09031198686371611,-0.2617912186114313,0.4424151923388635,0,32.785714285714285,57,67,10.000000000000002,36,28,31,37,40,42,39,37,30,30,29,29,28,28,27,28,25,27,26,24,24,26,30,44,46,50,37,40
725390-14836,-0.2638204707170243,-0.35662984708567724,-0.17101109434837136,-1,40.0,237,244,6.999999999999972,46,48,44,40,43,42,41,41,39,41,40,41,42,40,41,38,38,38,38,36,36,37,36,37,39,39,39,40
718800-99999,0.0186097427476781,-0.11970527494333277,0.15692476043868897,0,23.714285714285715,194,195,1.0000000000000142,28,25,23,22,25,21,23,24,24,28,23,30,18,20,19,19,22,25,24,24,21,24,25,24,26,25,25,27
949610-99999,0.5342090859332412,0.1737143883192941,0.8947037835471884,1,34.642857142857146,304,278,26.00000000000001,39,29,25,28,30,26,24,26,26,24,40,33,38,34,32,29,39,39,42,39,40,49,52,53,47,31,27,29
560210-99999,0.08757525998905599,0.003906889401787114,0.17124363057632486,1,23.214285714285715,268,260,8.00000000000001,24,23,23,24,24,21,24,19,23,22,21,23,23,25,22,23,23,21,22,24,22,22,22,24,27,26,27,26
947650-99999,0.10509031198686525,0.011402760225363212,0.19877786374836728,1,30.571428571428573,232,156,76.00000000000003,29,22,28,28,31,30,32,33,32,30,30,31,32,32,32,32,31,32,31,32,31,30,30,30,32,30,31,32
037683-99999,-0.11932129173508038,-0.2670686276793649,0.02842604420920411,0,43.857142857142854,243,246,3.000000000000017,53,45,44,44,48,44,45,45,46,47,43,41,43,40,40,40,45,43,44,40,38,43,41,42,44,48,44,48
917840-99999,0.12616310892173033,-0.07432152234903158,0.3266477401924922,0,42.964285714285715,98,101,3.0000000000000044,40,41,40,36,37,37,37,40,43,46,44,52,47,50,48,46,49,47,43,45,44,42,44,44,38,42,42,39
125500-99999,-0.32731253420909545,-0.47042705587042866,-0.18419801254776227,-1,28.0,256,242,13.999999999999995,27,30,32,32,34,33,32,35,37,33,23,25,25,25,28,28,26,28,27,25,26,25,25,25,23,27,23,25
470580-99999,0.1083743842364546,0.02350891595912774,0.19323985251378145,1,17.642857142857142,298,307,9.0,16,18,16,17,15,18,18,16,17,17,19,17,20,18,17,18,16,15,17,17,16,16,16,19,23,21,21,20
028230-99999,0.07142857142857786,-0.13689858124949358,0.2797557241066493,0,20.75,172,156,16.00000000000002,26,22,25,23,20,23,22,22,19,11,11,20,17,19,20,22,19,19,18,18,17,20,17,22,28,28,26,27
965250-99999,nan,nan,nan,0,12.0,266.0,174.0,92.0,17.0,nan,5.0,6.0,5.0,7.0,6.0,6.0,8.0,7.0,5.0,6.0,8.0,4.0,8.0,7.0,14.0,11.0,12.0,16.0,19.0,17.0,22.0,26.0,25.0,23.0,20.0,14.0
488080-99999,-0.2591680350301002,-0.4133882164251509,-0.10494785363504958,-1,14.321428571428571,81,147,65.99999999999999,26,20,12,13,13,14,20,15,15,12,14,16,18,18,15,14,15,15,15,11,10,9,9,14,17,11,10,10
121600-99999,0.2608100711549077,0.06915111918217232,0.45246902312764303,1,33.25,205,228,23.00000000000002,36,35,35,34,30,30,30,31,31,32,31,28,27,28,33,33,31,32,30,31,32,32,32,38,41,43,41,44
478190-99999,0.08565955117679336,0.015905880627632055,0.15541322172595468,1,21.821428571428573,302,304,2.0000000000000284,20,21,20,21,20,19,20,20,19,23,23,23,23,24,24,23,23,23,22,23,23,23,22,24,23,21,20,21
718940-99999,nan,nan,nan,0,52.55555555555556,316.0,16.0,60.00000000000005,52.0,51.0,52.0,46.0,50.0,52.0,43.0,39.0,47.0,nan,30.0,50.0,45.0,52.0,128.0,51.0,55.0,53.0,54.0,52.0,56.0,51.0,53.0,50.0,51.0,51.0,54.0,51.0
637080-99999,-0.07279693486590078,-0.15300000253041515,0.007406132798613602,0,27.0,229,229,0.0,29,29,29,30,28,28,27,26,25,28,29,28,26,26,24,26,26,23,25,29,25,27,26,26,29,27,27,28
417490-99999,0.07416529830323101,-0.13290475044045735,0.2812353470469194,0,25.678571428571427,166,162,4.000000000000005,25,26,17,21,20,24,24,26,25,34,29,25,37,27,28,31,28,26,28,22,21,23,21,22,25,27,27,30
539590-99999,-0.1860974274767411,-0.31383426146312526,-0.05836059349035694,-1,24.214285714285715,130,128,2.0000000000000027,26,27,26,24,30,27,28,31,26,22,22,21,19,30,24,22,23,22,23,22,22,21,22,25,25,23,23,22
033340-99999,0.019978106185003897,-0.09451622832759381,0.13447244069760161,0,41.82142857142857,224,242,18.0,43,41,42,43,45,43,42,41,39,37,42,39,43,40,40,42,43,42,45,43,37,43,41,43,45,47,41,39
332610-99999,0.29529282977559396,0.20918003615609598,0.38140562339509193,1,20.392857142857142,242,213,29.000000000000004,18,16,17,17,16,15,17,17,19,21,19,21,24,20,21,21,22,25,24,21,22,19,20,22,24,24,24,25
943130-99999,0.1691297208538655,-0.0765523249982813,0.4148117667060123,0,22.428571428571427,131,86,44.999999999999986,26,25,27,25,23,17,12,21,21,19,18,17,16,19,16,17,15,29,30,30,30,29,27,27,23,23,23,23
722050-12815,-0.2101806239737306,-0.30916248932033696,-0.11119875862712428,-1,34.42857142857143,82,68,13.999999999999995,37,39,39,39,39,38,36,31,33,33,35,34,32,33,36,36,35,34,33,31,32,31,32,32,31,34,34,35
272420-99999,-0.035030103995618345,-0.1287548037213469,0.05869459573011021,0,17.5,206,191,15.000000000000009,22,20,18,17,19,19,17,18,19,16,15,15,14,17,16,18,17,17,17,16,16,19,17,15,16,21,20,19
986300-99999,0.024083196496997472,-0.20457228341815142,0.25273867641214637,0,21.571428571428573,35,26,8.999999999999996,30,25,28,28,22,21,21,20,14,18,17,17,19,19,18,16,16,17,20,22,17,23,21,27,30,28,23,27
723600-23051,0.22386425834702223,0.07589515940010103,0.3718333572939434,1,54.285714285714285,259,244,15.000000000000037,53,52,50,51,47,45,48,56,55,57,57,54,60,57,55,54,55,54,59,55,56,56,57,56,59,53,54,55
679690-99999,-0.211548987411061,-0.28902649033251276,-0.13407148448960926,-1,10.75,105,86,19.0,12,13,13,15,15,14,14,12,12,13,12,10,11,8,7,9,8,8,9,11,11,10,11,8,8,10,9,8
764050-99999,0.32813355227149116,0.20906426400953543,0.4472028405334469,1,24.678571428571427,258,201,56.999999999999964,24,21,14,18,23,22,22,22,21,21,24,24,26,25,27,28,29,30,27,28,26,27,29,28,26,25,27,27
543770-99999,0.1986863711001693,0.0747847486921279,0.32258799350821066,1,15.214285714285714,222,337,115.0,15,15,12,13,15,15,16,14,13,16,15,16,14,12,12,13,13,13,13,14,13,14,16,18,21,20,22,23
766340-99999,0.11767925561028461,-0.048025638880592886,0.28338415010116214,0,20.0,36,77,41.00000000000001,10,16,22,16,17,20,20,18,17,22,28,26,23,21,22,21,19,19,19,19,22,23,20,20,22,24,18,16
614420-99999,0.04570333880678784,-0.0846891867337084,0.17609586434728408,0,45.964285714285715,13,12,0.9999999999999998,46,42,43,48,49,44,49,47,47,46,47,44,46,45,46,44,45,47,46,46,43,46,46,44,44,43,48,56
280760-99999,-0.24794745484400854,-0.330764270371089,-0.16513063931692804,-1,17.857142857142858,159,273,114.00000000000001,23,22,21,20,21,20,18,20,19,19,20,21,16,17,19,15,16,15,16,15,15,14,13,17,19,17,17,15
724586-03919,-0.11631089217296203,-0.1907208786937009,-0.04190090565222314,-1,48.464285714285715,192,181,11.000000000000004,51,52,50,49,51,48,51,48,48,49,49,48,50,47,49,47,49,45,48,47,46,47,46,47,51,47,47,50
965810-99999,0.3327859879584073,0.25611147238969123,0.4094605035271234,1,10.357142857142858,236,209,27.000000000000025,7,7,8,8,10,6,7,7,7,9,8,9,9,8,7,9,12,12,14,15,12,13,14,15,15,13,13,16
082720-99999,0.004378762999452446,-0.1234906377817056,0.1322481637806105,0,30.928571428571427,293,330,36.99999999999999,31,30,30,30,30,34,32,28,29,30,28,30,31,33,30,31,32,34,37,36,35,31,30,29,33,26,29,27
479910-99999,0.2131910235358595,0.05063742231713941,0.3757446247545796,1,53.67857142857143,85,95,10.000000000000002,57,53,52,51,53,48,49,52,50,49,48,50,55,56,59,48,58,58,50,58,56,59,56,53,58,58,56,53
833930-99999,-0.09359605911330098,-0.1928939317995694,0.005701813572967451,0,14.571428571428571,108,108,0.0,17,17,14,17,18,15,20,14,15,14,15,15,12,11,11,12,11,14,16,14,14,13,15,15,17,15,14,13
949010-99999,-0.3853311439518395,-0.4740968965779363,-0.29656539132574267,-1,18.071428571428573,183,200,17.00000000000001,23,24,23,25,25,21,21,20,21,21,19,18,17,15,15,16,16,16,15,14,13,14,15,17,17,15,15,15
257030-99999,-0.08593322386425714,-0.19829423758307216,0.026427789854557876,0,17.142857142857142,356,3,7.000000000000037,21,20,18,18,17,15,20,20,18,16,20,17,18,17,16,15,16,15,14,14,15,13,14,15,17,20,21,20
719100-99999,0.1521620142309839,0.03611080022097546,0.26821322824099236,1,50.285714285714285,284,280,4.000000000000005,51,48,44,47,49,51,55,48,48,48,50,47,48,50,51,55,52,52,52,47,52,54,50,53,50,53,50,53
851410-99999,0.08565955117679613,-0.1506029973332543,0.3219220996868466,0,16.464285714285715,360,23,23.00000000000001,18,17,17,14,13,18,19,18,17,13,18,29,19,13,8,8,11,12,12,13,13,13,18,20,24,21,24,21
714600-99999,-0.14833059660645886,-0.2945955800008658,-0.0020656132120519533,-1,42.214285714285715,258,295,37.00000000000004,46,46,43,41,41,46,41,41,41,50,42,41,44,42,44,41,41,46,43,41,41,44,33,35,42,42,42,42
407400-99999,1.1442255062945037,0.6971658215490968,1.5912851910399106,1,23.964285714285715,65,82,17.0,27,17,15,17,20,19,18,13,14,14,10,12,13,11,11,7,9,31,37,33,32,33,33,43,46,47,45,44
606200-99999,-0.3814997263273202,-0.5726888640928568,-0.19031058856178362,-1,61.57142857142857,63,49,14.0,64,70,66,64,65,64,60,63,64,60,62,63,64,60,62,63,61,59,71,70,65,58,58,56,53,53,52,54
762555-99999,0.40613026819924636,-0.0177586163031776,0.8300191527016703,0,23.142857142857142,210,234,23.999999999999982,26,18,32,21,20,11,10,5,4,11,27,29,15,22,28,35,33,30,33,33,38,34,19,18,27,21,22,26
724655-93990,-0.3467432950191604,-0.4649223921945423,-0.22856419784377852,-1,45.607142857142854,298,342,44.000000000000014,52,52,50,50,55,51,47,44,42,45,44,45,48,45,46,45,46,42,44,41,42,43,42,43,46,43,41,43
579720-99999,0.43076081007116335,0.12256796574186157,0.7389536544004651,1,14.428571428571429,250,137,113.00000000000001,11,13,9,11,14,15,12,12,16,14,13,11,9,9,13,14,13,12,11,12,12,11,12,16,15,16,39,39
471650-99999,-0.48385331143952565,-0.6516924816413863,-0.316014141237665,-1,36.642857142857146,315,351,36.0,43,39,37,41,41,43,42,43,40,37,47,43,39,30,41,37,37,32,30,31,32,31,32,33,29,30,31,35
080140-99999,0.09469074986317008,-0.08100527896907087,0.27038677869541106,0,20.142857142857142,65,147,81.99999999999999,25,22,18,19,20,19,22,15,11,11,13,21,22,23,23,23,23,23,23,22,23,22,21,17,21,21,20,21
855740-99999,0.47591680350301724,0.3655800607849964,0.5862535462210381,1,29.107142857142858,171,184,13.000000000000005,23,24,23,27,25,26,30,24,24,27,26,28,26,27,27,28,27,27,32,34,35,36,36,35,36,36,33,33
077900-99999,-0.18746579091407098,-0.27414659956483034,-0.1007849822633116,-1,29.392857142857142,220,204,15.999999999999996,30,31,29,31,29,32,31,30,32,33,30,32,30,33,31,31,30,30,29,28,24,26,26,27,26,26,28,28
845310-99999,-0.34345922276956914,-0.7017764316324111,0.014857986093272824,0,62.035714285714285,180,190,10.000000000000014,71,84,74,65,57,53,64,81,65,53,51,54,59,54,64,62,60,62,65,58,61,58,58,61,55,61,63,64
067500-99999,0.11302681992336683,-0.1712844350628394,0.39733807490957307,0,59.82142857142857,120,83,36.99999999999999,51,55,57,62,62,60,59,54,52,61,76,73,61,62,62,47,58,59,64,61,58,54,57,59,64,62,63,62
012450-99999,-0.12452107279693134,-0.39299621364392656,0.14395406805006392,0,25.107142857142858,252,264,12.000000000000018,33,32,31,32,34,28,26,27,25,17,10,16,22,21,22,24,23,22,21,21,20,29,28,27,29,29,26,28
066390-99999,0.1135741652983076,-0.016806038312603244,0.24395436890921846,0,38.392857142857146,236,238,1.9999999999999774,40,38,40,38,39,38,32,36,40,37,38,39,39,34,35,32,36,42,42,38,38,39,42,39,38,42,42,42
434130-99999,-0.6223316912972494,-2.421170138858744,1.176506756264245,0,42.357142857142854,6,206,160.00000000000003,15,36,16,112,127,79,26,0,4,4,168,35,33,32,28,24,26,34,36,43,37,37,42,40,36,29,44,43
800970-99999,0.39545703338807536,0.04599754849693083,0.7449165182792199,1,34.607142857142854,167,155,11.999999999999991,31,32,35,34,28,27,32,42,34,27,26,33,43,42,30,35,35,35,25,26,25,26,33,38,44,52,52,47
714080-99999,0.02627257799671423,-0.3452259414320959,0.39777109742552436,0,92.57142857142857,240,268,28.00000000000004,91,77,91,94,96,89,93,94,92,103,89,93,98,94,92,86,90,94,115,94,90,111,90,91,86,81,91,87
986530-99999,-0.49452654625068904,-0.7606405984070954,-0.22841249409428266,-1,19.964285714285715,92,83,9.0,29,30,32,29,27,27,26,25,26,21,19,17,16,14,13,12,12,13,11,12,12,12,15,20,25,25,21,18
126500-99999,-0.03393541324575278,-0.1675163105084361,0.09964548401693055,0,63.785714285714285,253,275,22.000000000000007,72,63,64,64,64,62,58,61,66,60,65,65,65,63,66,62,63,64,69,63,66,61,66,62,64,63,61,64
014520-99999,0.14148877941981947,-0.0015749608434746099,0.28455251968311357,0,37.392857142857146,223,302,79.0,40,37,35,40,39,39,38,36,34,31,30,34,39,35,36,37,36,38,36,36,38,37,38,39,44,43,41,41
