stationNumber,slope,lowBound,hightBound,slopeInt,pw1985,pw1995
037450-99999,8.881784197001252e-15,-0.45471069852280943,0.4547106985228272,0,250,260
680290-99999,0.3181818181818361,-0.8026718784132589,1.4390355147769311,0,84,117
725290-14768,0.10909090909090668,-0.2520848258104261,0.4702666439922395,0,239,241
082130-99999,0.590909090909097,0.13542397678372542,1.0463942050344688,1,262,256
719230-99999,0.72727272727266,-0.23682703967493512,1.6913724942202553,0,328,329
030490-99999,2.4454545454545116,0.5941036663265193,4.296805424582503,1,233,241
075490-99999,0.47272727272731485,-0.2711610352193089,1.2166155806739387,0,213,251
111280-99999,-0.7090909090909023,-1.2607391711445155,-0.15744264703728916,-1,181,333
176010-99999,0.20909090909088768,-0.0777571444796839,0.49593896266145926,0,257,259
039740-99999,-0.390909090909088,-1.386446124138146,0.6046279423199701,0,215,240
167100-99999,-0.0545454545454751,-0.7388126086491206,0.6297216995581704,0,246,267
339020-99999,-1.2363636363635764,-2.0394258450903577,-0.43330142763679513,-1,5,5
062600-99999,0.8636363636363193,0.08400006537303617,1.6432726618996025,1,233,229
565480-99999,0.30909090909088865,-0.15805757058187903,0.7762393887636563,0,328,312
726405-94869,1.1454545454544869,0.5192791741679594,1.7716299167410143,1,267,289
677740-99999,0.3727272727272313,-0.6116070608570695,1.357061606311532,0,89,40
703625-99999,-0.4636363636363532,-0.9003717278460746,-0.026900999426631766,-1,174,194
369340-99999,-0.6818181818181355,-1.0692936980026455,-0.29434266563362554,-1,59,90
294710-99999,-0.290909090909075,-0.6481603080192881,0.06634212620113811,0,241,248
725620-24023,-0.3090909090909024,-0.5389131155455719,-0.07926870263623298,-1,347,332
295900-99999,0.2727272727272807,0.00024554916388369596,0.5452089962906776,1,267,281
767755-99999,0.20000000000004148,-0.8309004566225664,1.2309004566226494,0,88,4
107280-99999,2.027272727272614,1.343452099482277,2.7110933550629515,1,253,239
294560-99999,-0.21818181818180893,-0.5528866329518343,0.11652299658821635,0,219,234
853450-99999,1.7090909090908317,0.9645711705000459,2.4536106476816175,1,359,123
153240-99999,-0.10000000000000342,-0.36540533631997335,0.1654053363199665,0,65,74
851960-99999,-0.4090909090908581,-1.0041368028156845,0.1859549846339683,0,309,317
943130-99999,-0.7909090909090648,-1.3062225526956128,-0.2755956291225169,-1,108,114
238840-99999,0.19090909090908914,-0.08320607613771308,0.46502425795589136,0,217,250
222130-99999,-0.01818181818181186,-0.37543303529202743,0.3390693989284037,0,278,50
688280-99999,0.49090909090907964,0.0021311413290101555,0.9796870404891491,1,177,229
725510-14939,-1.2909090909090235,-2.1606057784066914,-0.4212124034113557,-1,311,276
298920-99999,-0.3727272727272539,-0.568905490664039,-0.17654905479046895,-1,183,203
514630-99999,0.036363636363637486,-0.19751218428245756,0.2702394570097325,0,345,348
074820-99999,0.3090909090908891,-0.3428212946694702,0.9610031128512484,0,262,21
310870-99999,-1.1181818181817444,-2.1616548343620825,-0.0747088020014064,-1,326,335
061800-99999,-0.1090909090908907,-0.4332399447032567,0.21505812652147532,0,252,249
541570-99999,-0.1999999999999904,-0.4984887730071107,0.09848877300712988,0,212,233
763420-99999,-1.4090909090908688,-3.056793449614424,0.23861163143268627,0,66,39
013100-99999,-0.03636363636359263,-0.7886690857331168,0.7159418130059315,0,152,162
305470-99999,0.045454545454582274,-0.47638327834695804,0.5672923692561226,0,291,280
241430-99999,-0.7363636363635426,-1.590879968312492,0.11815269558540664,0,85,178
915550-99999,1.4727272727272314,0.5409485028551391,2.4045060425993237,1,109,118
560340-99999,-0.5727272727272412,-1.1946481488476115,0.04919360339312917,0,308,300
421030-99999,1.8363636363635631,-0.3486147179496233,4.021341990676749,0,316,321
724880-23185,-0.8999999999999506,-1.0888555369536381,-0.7111444630462631,-1,275,252
153360-99999,-0.4999999999999827,-0.7999806372756402,-0.20001936272432513,-1,340,0
442140-99999,-0.1636363636363316,-0.8870279368859967,0.5597552096133335,0,269,285
726487-99999,0.9727272727272216,0.50322083590039,1.4422337095540532,1,227,299
332750-99999,0.37272727272730855,-0.26515818894936527,1.0106127344039824,0,242,200
689940-99999,-3.6909090909089226,-6.550726873054888,-0.8310913087629568,-1,282,290
030010-99999,5.263636363636177,3.306422623294467,7.220850103977887,1,278,249
723418-13977,-0.49999999999996536,-0.7888071979350977,-0.21119280206483304,-1,164,142
301570-99999,0.21818181818182358,-0.013676054298900675,0.45003969066254784,0,126,154
836110-99999,0.05454545454546489,-0.2492488139105447,0.3583397230014745,0,67,49
539420-99999,0.05454545454544002,-0.47306860417809393,0.582159513268974,0,337,360
787080-99999,-0.009090909090884391,-0.639566600694064,0.6213847825122952,0,352,20
039060-99999,0.5909090909090766,-0.24007676054095173,1.421894942359105,0,217,224
765510-99999,0.009090909091022947,-2.8531495048573454,2.8713313230393913,0,284,312
842390-99999,-0.5818181818181474,-0.8631247534164292,-0.30051161021986544,-1,74,54
687540-99999,-0.49090909090909784,-1.0910269928680116,0.10920881104981595,0,303,283
357460-99999,-1.1909090909090523,-1.5822461838194342,-0.7995719979986704,-1,31,46
315040-99999,0.7272727272726587,-1.0840621789557496,2.538607633501067,0,243,215
826780-99999,0.05454545454545556,-0.3781362173080144,0.4872271263989255,0,118,111
917800-99999,3.372727272727117,2.4711159987803573,4.274338546673877,1,101,135
062500-99999,0.8181818181817899,0.08178527923631573,1.554578357127264,1,207,254
718060-99999,0.7909090909090715,-0.1734587150533543,1.7552768968714973,0,286,289
152790-99999,-2.072727272727233,-2.985140704688695,-1.1603138407657707,-1,78,92
649000-99999,0.1363636363636167,-0.5785004297743436,0.851227702501577,0,215,220
718270-99999,0.23636363636361502,-0.22061496001111897,0.6933422327383489,0,234,243
538100-99999,0.818181818181773,-0.02306090425436491,1.659424540617911,0,88,93
234450-99999,-0.3272727272726854,-2.47020996568825,1.815664511142879,0,244,40
259560-99999,0.41818181818180467,-0.6614351348479703,1.4977987712115797,0,47,41
358490-99999,-0.3363636363636564,-1.066704996689962,0.3939777239626492,0,21,17
544710-99999,-0.6909090909090705,-0.9620076495824893,-0.4198105322356517,-1,209,211
247130-99999,0.10000000000003029,-0.5567597353369973,0.7567597353370579,0,277,230
653510-99999,-0.7909090909090426,-3.794402255037491,2.2125840732194058,0,93,174
725370-94847,-0.4999999999999707,-1.1152358111978131,0.11523581119787185,0,249,255
573850-99999,0.8272727272726801,0.46460385364157863,1.1899416009037815,1,21,45
442940-99999,-0.22727272727272085,-0.7598068874625414,0.30526143291709973,0,338,336
298640-99999,-0.13636363636362248,-0.5177271681603507,0.24499989543310574,0,300,295
537540-99999,0.13636363636363047,-0.42369625170205427,0.6964235244293152,0,308,317
967910-99999,-0.3272727272727076,-0.6248154162105096,-0.029730038334905617,-1,193,141
200870-99999,0.7363636363635777,-0.05890751903028313,1.5316347917574387,0,125,105
718360-99999,0.8181818181817158,-0.6568430071838209,2.2932066435472525,0,270,287
566510-99999,-0.7999999999999563,-1.005193140800273,-0.5948068591996396,-1,259,247
915070-99999,-0.09999999999997145,-0.5169183399931535,0.3169183399932106,0,263,169
859340-99999,-1.21818181818176,-2.466172361248821,0.02980872488530073,0,282,283
638450-99999,1.8272727272726597,1.0115827516033793,2.64296270294194,1,144,133
467540-99999,-0.790909090909067,-1.1058673134814394,-0.4759508683366946,-1,24,32
725670-24032,0.23636363636360702,-0.16709384766218255,0.6398211203893966,0,285,278
722780-23183,-0.6545454545454161,-1.2196587425260645,-0.08943216656476782,-1,144,167
308450-99999,-0.07272727272724855,-0.565907853927515,0.4204533084730179,0,285,295
375530-99999,-0.45454545454544415,-0.8447401305195629,-0.06435077857132543,-1,250,360
725089-99999,-1.9636363636362408,-4.642222389279949,0.7149496620074673,0,292,265
671570-99999,-0.4000000000000328,-1.6625900471638184,0.8625900471637529,0,82,45
231790-99999,2.518181818181666,-0.73164075253385,5.768004388897182,0,118,160
725315-99999,-1.0545454545454156,-1.4568365369283374,-0.6522543721624938,-1,242,236
725057-99999,2.4454545454544263,1.6075981329232594,3.2833109579855932,1,249,324
428380-99999,0.19999999999996376,-1.4619151530539412,1.8619151530538687,0,210,65
422730-99999,1.2999999999999403,-0.34364781094835695,2.943647810948238,0,224,183
302550-99999,-0.04545454545450345,-0.6652561766961821,0.5743470857871752,0,261,213
642820-99999,3.5636363636361343,-3.648862922810779,10.776135650083049,0,117,90
351210-99999,-0.3090909090909024,-0.6897761318617579,0.07159431367995311,0,199,189
936140-99999,-0.6545454545454423,-2.3555856301949216,1.0464947211040372,0,344,285
165490-99999,-0.5363636363636441,-3.011387236287461,1.938659963560173,0,334,318
400660-99999,0.009090909090905264,-0.6756911058772157,0.6938729240590262,0,300,30
411840-99999,-0.045454545454520545,-0.4425135930220341,0.351604502112993,0,238,275
309680-99999,-0.36363636363635,-0.7118282823476814,-0.015444444925018563,-1,315,305
135860-99999,-0.236363636363625,-0.6787117653551208,0.20598449262787077,0,42,25
582410-99999,0.2999999999999692,-0.035195841693055785,0.6351958416929941,0,63,99
282160-99999,-0.618181818181782,-0.9819503770000383,-0.25441325936352566,-1,225,207
313690-99999,-0.56363636363632,-0.9413474375436983,-0.18592528972894162,-1,26,2
725645-24022,-0.48181818181816727,-0.9592644152671259,-0.004371948369208567,-1,232,226
122300-99999,-1.2090909090908202,-1.7361257350456065,-0.6820560831360339,-1,246,267
033770-99999,-0.03636363636362905,-0.6975801404547151,0.624852867727457,0,238,232
038620-99999,-0.1363636363636278,-0.5939074507606734,0.3211801780334178,0,242,249
315870-99999,-1.07272727272722,-1.5017004877680744,-0.6437540576863654,-1,292,308
222320-99999,0.3545454545454483,-0.3191675294457055,1.028258438536602,0,264,277
725196-14717,1.6727272727271534,0.6892287297782911,2.6562258156760157,1,274,266
592980-99999,0.027272727272700692,-0.40903203750847805,0.46357749205387944,0,36,64
070900-99999,-0.19090909090907937,-0.6145361213642262,0.2327179395460675,0,249,260
725660-24028,-0.2999999999999705,-0.8225577245732502,0.22255772457330913,0,330,339
990230-99999,-4.154545454545757,-9.191148740449364,0.8820578313578507,0,234,37
475910-99999,-0.2909090909090475,-0.692732664612961,0.11091448279486604,0,312,308
836300-99999,-0.4181818181818069,-0.6500396906625321,-0.18632394570108166,-1,36,16
544970-99999,-0.45454545454542394,-0.9324343827890232,0.023343473698175354,0,6,359
942980-99999,1.9909090909091,-0.10519245002074973,4.08701063183895,0,107,112
655100-99999,0.4090909090909087,-0.01982753059186737,0.8380093487736848,0,241,175
038950-99999,0.13636363636366866,-0.5738841006226097,0.8466113733499471,0,252,258
725810-24193,0.1636363636363427,-0.3930994478005949,0.7203721750732803,0,331,351
596320-99999,0.15454545454544633,-0.15132988485996807,0.4604207939508607,0,1,1
239550-99999,-0.28181818181816976,-0.42544683708073117,-0.13818952655560832,-1,232,251
722926-03154,-0.5454545454545014,-1.5105286428851534,0.41961955197615053,0,231,200
722405-13976,0.5090909090908862,0.33785252177719605,0.6803292964045763,1,92,96
723495-13987,0.318181818181805,-0.14548325576982774,0.7818468921334378,0,179,186
623930-99999,1.6272727272726537,0.9726630186636585,2.281882435881649,1,318,349
594170-99999,-0.05454545454545312,-0.40836021307395276,0.2992693039830465,0,105,114
024000-99999,1.1999999999999518,0.6790183503990332,1.7209816496008703,1,303,254
072070-99999,1.0090909090908804,0.4581671824799076,1.5600146357018532,1,296,297
626800-99999,-0.827272727272732,-1.600372094684484,-0.054173359860980264,-1,360,355
126700-99999,0.6818181818181697,0.026634442881945164,1.3370019207543942,1,245,207
293630-99999,-0.08181818181816158,-0.5120493053341423,0.3484129416978191,0,242,238
637330-99999,0.28181818181821816,-0.6580700419497053,1.2217064055861417,0,28,287
596260-99999,-0.05454545454544002,-0.46948666234767555,0.3603957532567955,0,81,90
837080-99999,-0.018181818181835174,-0.5273027619173716,0.4909391255537012,0,67,45
573990-99999,0.30909090909087866,-0.04339321381536354,0.6615750319971209,0,355,16
261280-99999,6.918181818181375,-5.221012615003432,19.057376251366183,0,252,317
703400-25506,0.05454545454545645,-0.17527675190921269,0.28436766100012556,0,74,65
723035-99999,-0.07272727272729673,-0.5251587052754763,0.3797041598208828,0,287,328
076470-99999,-2.163636363636208,-3.71892582901481,-0.6083468982576059,-1,349,360
170900-99999,0.2636363636363348,-0.051918088949257424,0.579190816221927,0,314,74
722400-03937,-0.2636363636363406,-0.7365335027239608,0.2092607754512797,0,99,93
475750-99999,1.027272727272682,0.5587682259386755,1.4957772286066886,1,246,254
601070-99999,-0.49090909090906765,-0.8460494994859811,-0.13576868233215422,-1,333,358
388850-99999,-0.5545454545454533,-0.954199686912298,-0.15489122217860873,-1,248,323
035290-99999,-0.22727272727271863,-0.8135674694214282,0.35902201487599095,0,228,227
871290-99999,-0.17272727272729238,-0.7926805188516807,0.4472259733970959,0,110,134
309150-99999,0.4545454545454355,0.19622844375576276,0.7128624653351082,1,282,302
584240-99999,0.9999999999999218,0.3961352277046448,1.6038647722951989,1,36,25
670730-99999,-1.3181818181817313,-3.1949435462571802,0.5585799098937176,0,258,265
474070-99999,-0.02727272727272556,-0.1481623518164265,0.0936168972709754,0,264,250
289000-99999,nan,nan,nan,0,250.0,nan
718364-99999,-0.4454545454545409,-0.8778646199729474,-0.013044470936134367,-1,242,271
444380-99999,0.4909090909090652,-0.10053271120168328,1.0823508930198136,0,146,140
467400-99999,-0.6545454545454379,-1.0701655957842149,-0.2389253133066609,-1,311,303
865000-99999,0.1272727272727101,-0.2785075018164001,0.5330529563618203,0,126,138
623000-99999,0.9727272727272069,0.2047506521852559,1.740703893269158,1,315,311
131160-99999,0.42727272727270105,-0.09528499730057749,0.9498304518459796,0,62,76
025260-99999,0.20909090909092232,-0.23256617511439343,0.6507479932962381,0,211,219
960910-99999,0.20909090909090566,-0.07611424406315115,0.4942960622449625,0,30,106
382030-99999,-1.345454545454468,-1.9333900596879476,-0.7575190312209883,-1,22,79
919520-99999,0.8363636363635925,0.4052051131662813,1.2675221595609036,1,88,100
314890-99999,0.1454545454545486,-0.0963247036328545,0.3872337945419517,0,305,318
326180-99999,0.5636363636363333,-0.32846510997048073,1.4557378372431473,0,23,78
315500-99999,39.827272727270156,6.485290652478589,73.16925480206172,1,288,18
380490-99999,-0.49999999999992006,-1.1707770968820101,0.17077709688217013,0,34,90
863300-99999,-0.527272727272726,-1.1071605650319127,0.052615110486460726,0,125,127
369830-99999,-0.6909090909090561,-1.0978457208297465,-0.2839724609883655,-1,278,266
432050-99999,0.10909090909096508,-4.362548568647054,4.580730386828985,0,257,0
725940-99999,-0.2818181818181431,-0.6634280725112338,0.0997917088749476,0,334,237
567780-99999,-0.6636363636363491,-0.9174573699713284,-0.4098153573013698,-1,214,211
294180-99999,0.1090909090909098,-0.143337760869944,0.3615195790517636,0,194,212
061500-99999,3.345454545454329,-3.868477956235198,10.559387047143856,0,243,336
725724-99999,0.4454545454545613,-0.0863732185892182,0.9772823094983408,0,259,241
298460-99999,-0.5272727272727007,-0.7994093186854707,-0.25513613585993067,-1,222,219
766800-99999,0.38181818181826577,-0.8979980314879348,1.6616343951244663,0,328,334
860330-99999,0.8818181818181468,0.32868121748013934,1.4349551461561543,1,55,45
301510-99999,3.0363636363635056,-3.2971867559763846,9.369914028703395,0,216,209
722685-99999,-3.3181818181816225,-4.602378246278975,-2.03398539008427,-1,236,239
154800-99999,-0.7090909090908526,-1.347602236086956,-0.07057958209474935,-1,350,355
478310-99999,-0.49090909090909207,-1.3339374194348061,0.3521192376166221,0,47,351
703050-99999,1.536363636363519,0.09258800340760875,2.9801392693194293,1,128,104
619720-99999,0.9090909090909021,0.05840508710438308,1.759776731077421,1,122,157
423980-99999,-0.18181818181816212,-1.1704634719297298,0.8068271082934054,0,74,76
162450-99999,0.6999999999999291,-0.28127426899046537,1.6812742689903235,0,198,38
369110-99999,-0.9909090909090335,-1.3195929064688445,-0.6622252753492224,-1,107,100
154770-99999,0.1727272727272453,-0.6354387946973963,0.9808933401518869,0,356,336
154160-99999,-0.10000000000001341,-0.5031661999765493,0.30316619997652244,0,79,78
